,text,target
4568,@knightryder76 uh you gave working a try. Maybe you should go back home.  Work should let you. You don't want to infect someone else.,1
4569,Spilled ma fuckin frosties in work. Smells of milk now ,0
4570,im still melting and im in the house in the shade  its not fair.,0
4571,@fanofbsb4ever Sorry you missed it ,0
4572,@icaruswingz  The cunt.,1
4573,Leaving my benjamin is harder than what i thought.  im going to miss him.,0
4574,@cg04 mm watching my baby play guitar? Lol...ps sad about jon and kate ,0
4575,I loved Wii Wednesday! I won the Mario Kart championship! Yoshi is the best! Haha! Too bad I'm not going next wednesday! ,1
4576,Got Jacob's 4 month shots today...He cried ,0
4577,@DaRave I am tired and sore from yesterday's workout... ,0
4578,"@StephaniePearl EVERYONE has to compete w my phone, poor grandma ",0
4579,Feeling sick after lunch.  Tuna is clearly not agreeing with me any more.,0
4580,Well my super-fantastic day has pretty much gone to shit. Grrrr ,0
4581,@HAYLEY0614 i know it makes me depressed that i live here  no one even cares about it.,0
4582,@KylaPratt #dontyouhate when one on one re-run's go off ,1
4583,@kjuvi_gurl Helly I wish I was there  Job's suck!,0
4584,"Attempting to apply for jobs, i hate applications ",0
4585,Is done studying...tmrw a nice easy day to get ready for a trying Monday ,1
4586,@lilyroseallen crazy how @iammarkronson has been on twitter 2mins and has 2200+ followers. I've been here months and barely have 100 ,0
4587,"@HeathCastor dratz  oh well, i uphold you to atleast have SOME scruff to be watson",1
4588,I have alot on my mind... ,0
4589,"Just checking all my emails, i have 107 ",0
4590,sweat suit not such a good idea in this heat!! fucked!! thats what you get for eating the last krispy kreme ,1
4591,@geoffsawesome poor dannys car ,0
4592,so i have a question? how do u respond to ppl's comments  sorry guys im new at this lol,0
4593,"Hey @trvsbrkr, the download isn't working ",0
4594,@cincincintya didn't realise the glass thing was going to be so hot so just touched it  there is a tiny blister now eeps,0
4595,@AshleyNSingh awwwww ,1
4596,@krissyb thanks Krissy. Keeping my fingers crossed that something still can be done. ,0
4597,"@PinkBatgirl I get the impression that they need to say that a lot, so it's burned into their brains. Shame they are so mechanical though ",0
4598,"paper cuts suck, but cardboard cuts suck worse ",1
4599,I duno how to work twitter  x,1
4600,About to go lay in the sun Can't find me shades ,0
4601,sad thing is im only gonna get 5 hours of sleep.  Night tweeters,0
4602,random thoughts pt 3 of 3: i'm onto season 3 of l word. i don't want to watch this season because my favorite character dies. ,0
4603,@reemkanj Missing the misses... bad times ,0
4604,Hates feeling this sick when she has so much work to do ,0
4605,morning everyone. Won't be able to really play for the next week. I'm having to bus it to work and have to leave earlier ,0
4606,"Oh the life of a #headfi 'r.. one pair of cans are gone, only for me to lust after another. http://is.gd/LQvU, these costing $125 more. ",0
4607,"Kill Pixie show @ Merry Karnowsky gallery. No david lynch tonite  but autolux &amp; actor Tim Roth, cant complain ",0
4608,Omg it's 4:53 omg am screwed for today  oh. Well like am going to do anything that important :/,0
4609,RAIN RAIN RAIN  I need more followers to make me feel better. This weather is so depressing... www.talkofdc.com,0
4610,just got back from work . I know i miss alot  so tired.,0
4611,"@attila i am still, and till the end of time, suzi9mm. as for great art, unfortunately been quiet in that front  lets hope for a change...",0
4612,"@McJayxo JB dont twitter much, and i dont think joe wants to shake his tail feather ",0
4613,wow Call of Duty: World At War was very short O_O can you believe 60 million people died in WWII?  SIXTY MILLION.  ,0
4614,"the sun isn´t shining...  It´s shine,i mean not.......       *cry*",0
4615,@johnreese Everytime I try to check it out the page never loads or takes too long and I surf away ,0
4616,leave @mileycyrus alone!! she is not in the picture. i agree with @NLS_yt you all just loveee to hate her. you know its not even her!!! ,0
4617,total letdown: 3A's &amp; 3C's. i lost it the last week. ,0
4618,@peterfacinelli work all weekend and squeezing in some studying too... ,0
4619,@kizabrat speaking of FB I can't find you on there ,0
4620,I cant get to sleep and im hungry  not a gd combination lol,0
4621,@AngelaKeen I remember seeing that &quot;Horace - Mathmatician&quot; suit in the pile of dead Dharma people. ,1
4622,"Note to self: stay away from Benihana....very bad stomach ache  I think they make their food with poison..but yet, its so good",0
4623,I feel Yucky today   Wish I wasn't so nauseous!,0
4624,I'm off to Salisbury with a gurt hangover  The joys of alcohol misuse!,1
4625,"my thoughts and prayers go out to the people affected in the earthquake, Italy ",0
4626,@RckStarDaddy Can't get any better than that!  Getting ready for bed and the work week ,0
4627,i miss brian ,0
4628,oops XD @backststreetboys #BSB #BSB #BSB #BSB #BSB #BSB #BSB #BSB #BSB I really want that pass ,0
4629,Watching across the universe. Right now the movie is sad and I'm sad ,0
4630,"wnt 2 go dwn 2 jazz &amp; blues fest but wanna spnd tyme wit fam B 4 Slago leve. ths tha hrd prt, letin' go til tha nxt tyme. (a'tea, a'te) ",1
4631,I have a ladder in my tights  Like huuuuge!,1
4632,@THarmony I feel u bruh..I ain't had no replies all day  and I didin't know you were a singer..u got any YT clips of your work?,0
4633,Tears are rollin!  why do i torture myself watchin these shows??,0
4634,cause they just had needles put through them ,0
4635,@girlrokkstarr I am behaving too.... My work email is outrageous ,0
4636,@marissawells only when it crashes. :| which is probably why it crashes...? ,0
4637,"Sore throat, can't talk, last night was amazing minus not getting to talk too matt  English assignment, all day... Devo.",0
4638,@risforkickin just touched my penis ,0
4639,sick the fever...hadooooh...!!! *annoyed* ,0
4640,I wish I had a tree house  Maybe one day,0
4641,Damn she's just informed me she's been crushing really hard on a mutual friend. Shit. ,0
4642,i'm pretty sure im lactose intolerant or something  why do i get sick after i drink milkkk ahh,0
4643,work work work work work . 2nd to last week in duluth ,0
4644,Is thinking today is such a pretty day out ! Ya work ,1
4645,Ahh yeah. Back at the gym. I think I can smell the Patron seeping out my skin.  ,0
4646,"I confirmed it was gastric. After meal, all pain gone. I tot i have Transformer 1 dvd, nope, i dont have. ",0
4647,I wanna get outta town.  two weeks,0
4648,i hope it doesnot rain tmorrow cause we havea CARNIVLEL and i want 2 have it cause i only hav 9 more days in PS90 im goin 2 miss PS90  sad,0
4649,oprah looks bad on the cover of newsweek ,0
4650,:  Missing a free booze cruise offered by the day job so that I can work for $0 for the other job.  That sucks noodles.  ,0
4651,Just visiting my Nan down Myton Hospice  but at least she is in the best place for her!,0
4652,watching the devil wears prada because i'm bored beyond belief ,1
4653,Norway lost against Makedonia ,0
4654,getting ready 4 school  and its really warm outside again there nothing worse then going to school then on a reallly warm day  !!!!,1
4655,@LissyLovesTila I never dream anything allthough I always have so nice thoughts before I go to sleep   How could I change this?!?,0
4656,@Jonasbrothers hey ... why is your youtube account locked??? i can't watch any of your videos   ,1
4657,i don't wanna go back to the jungle city ,0
4658,@R33S exactly! Bastards! yah. I don't get up early often.  I don't feel awake yet.,0
4659,"@moderncowboy yeah I wish man, tried to get the invite, but still nothing. ",0
4660,Jordan &amp; Devin has a dr. appt the same day for shots  this week..,0
4661,@Brappers @Joshtastic500 I wish i was at toms ,0
4662,@GloriaVelez when is it this month that ur comming again? the 6th or the 20th? i miss you ,0
4663,@dlpasco dude that sucks ,0
4664,@sdlolo how do you get it at 6pm? Satellite?! Time warner doesn't have then until 9. ,1
4665,Somehow the teams I tend to root for seem to disappoint me and never go all the way! I cant help but to feel somewhat responsible ,0
4666,sign out twitter! ,1
4667,@greek85goddess the graduation party that i cant be at.    saaaad day.,0
4668,Oh btw twolks! We went to the shoe store and he walks out w/ 2 pair and I get none! There were none worth wearing in my size! ,1
4669,@ali_mwahxx nooo they're not together! kstew has a boyf .. for like 5 years or sth :S man i'd like to see them together though! ,0
4670,wow i havnt been on here in a while.. i feel kinda bad ,0
4671,"I really need some food, but it's raining out  what to do!?",0
4672,"i knew that , that day 'll came some time .. but im not ready for THIS ",1
4673,@partyonwade I'm still in bed... Be home already ,0
4674,Just found my dream guitar. Not that i could play it ,0
4675,@cwurst19 Aw. I wanna go to pulse.  I've been twice.,0
4676,On my new laptop. :-D I cut my finger. Ouch. ,1
4677,@sue999 Legit? Since when is anything *I* do &quot;legit&quot;?! :p This sunburn is legit though ,0
4678,"@powerof3 Are you not better yet? Oh, wife.  I'll ship you my leftover Advil Cold and Sinus.",0
4679,@LizzyBorden6 I have the new sidekick and the keyboard hurts my fingers   it sucks.,0
4680,@sebmatthews Aw! That's rubbish ,1
4681,Have huge headache ,0
4682,"Up earlyish for a relaxed road ride with @modernmod, @fuzzz, @emenel, @flashlight, et al. Damn it's cold out! Barely above freezing! ",0
4683,Sore head ,1
4684,Should have seen the hangover instead. ,1
4685,@rictusempra darnit. I'll have to see it at home since I has no flash atm ,0
4686,I apologize 2 my sons today. 2 regrets-U missed time w/my dad to know what a REAL dad is. My poor choice left U with selfish pig 4 'dad' ,0
4687, ughhhhhhh,1
4688,@limburger2001 I wish they had this in mens sizes  http://bit.ly/9vgwf,0
4689,"@scottjoles Ooh. I don't think I could get off work. Since I only work FT in the summer, they kind of want me there as much as possible. ",0
4690,Just arrived at work after a fabulous wkend with @ambienteer.  Why do weekends have to end ???? ,0
4691,Ughh ...this fat girl is grilling the shit outta me  .. This shit alwayz happs to me !!!,0
4692,is resisting the sound of fireworks ,1
4693,Haha i think i ate too many cherries...ugh! My tummy hurts now ,0
4694,@ LilyAlicex13 miss you! ,0
4695,"@angiecole, that's why I can't bring myself to like the Lakers... Sonics fans would have never stooped to that... RIP Sonics ",0
4696,@credd Any good photos share &amp; I mean good photos in a sad way ,0
4697,A piece of plastic fell off my iPhone 3G. It's the tiny piece between the silent button and the volume buttons. I lost it  ,0
4698,... still problems with my internet connection at home ,0
4699,"@SanamNaqvi I'll be bk on 10th, only going fr 2weeks. Gotta cut my trip short coz my graduation is on the 11th! Booo  when r u coming?",1
4700,Gained 3lbs wish I could afford something other than top ramen... If only I had a job... ,0
4701,@CHRISDJMOYLES Sorry to spoil it but he didn't this time ,0
4702,"Hippie infestation downtown. Well &quot;Tree planters.&quot; @letsbetigers That's no good.  Hope you feel better, soon.",1
4703,"is making pancakes, eggs, but no bacon... O my...  The sacrifices I make with this small fridge...",0
4704,wow my sisters have gottan really big im so sad i dont get to see them ,0
4705,Has anyone ever tried to eat a juicing orange!?!? I need some floss asap ,0
4706,i need a hug. ,0
4707,@TTSFilms yeah  but guess what? Megan and I are going back in July for like two weeks! You should come visit us  we like never talk...,0
4708,"my tooth hurts, aka i have a tooth ache its sucks  why me why now? lol",0
4709,Pray for our doggy wally  pray he doesn't have a tumor and it's just his butt glan atleast!! ,0
4710,Just read on CNN that Jon and Kate are getting divorced ,0
4711,is ALWAYS GOOD......  ,1
4712,"sorry my love.I'm ok, the guy who's fixing the pc hasn't called me yet  I'll call him when I leave. I miss you so much, love you forever.",0
4713,At @bkatrixie's with @reginaeve @krday @marjorayy. My future boyfriend is leaving ,0
4714,"@lunasaisho Haha, Axe can has some really nice and some horrble variations. I accidentally bought &quot;Unlimited&quot; once ",1
4715,@kosmicblues @athena2824 Can I haz hang out with you guys too? I feel left out yo! ,0
4716,"@RapunzelMAP I'm unable to send you a license key until your Notes email is working, that's why we recommend getting Notes setup first. ",1
4717,Im falling into you..I know Im meant for you. Cool whip &amp; Jim Carrey is a great way to spend fridays  &amp;&amp;forty days ;; &lt;3,1
4718,@nut_meggers yeap! but i suspect it will be a very sad episode!  the spoilers are up in the BPD,0
4719,@autismvox sorry it wasn't the answer you were looking for. ,0
4720,lmaoo . @naylovely .  . stop frontinn on da kidd ( in the words of jordan) lmaoooo . too funny,1
4721,"@Lucy_nessa it is! haha. aaaaaaaah. i'm gonna put my pic of me and her in too, and ask her to sign it  ashhhhh &lt;3 we need an ash pic! ",0
4722,"randell sucks at being my bedtime txting buddy  plus he's a cheater! oh well, unlimited txting FTW. ;D",0
4723,cant believe my whole house is sick now.. ,0
4724,Did you hear about Sxephil's father..  So sad.. Poor PhilyD..,0
4725,@nickrampage did you hear they're making a new buffy movie....without the buffy cast. ,1
4726,@kim_cre8pc - aww...that sucks.  I always felt better when we lost by a landslide than by just a run or two.    Glad they won CM game!,1
4727,Why is no one replying to my messages?  ,0
4728,@nexcastellan It may still be suffering from the twitter apocalypse. I need to change some data types. ,1
4729,i hate it when I'm woken up cause I'll never ever fall back asleep.. ,0
4730,bamboozle is over. sad. staying didn't end up working out.  thank u to everyone who helped me look for plane tix! driving home tomorrowww.,0
4731,@LysiG Vamonos...I'm flying by myself  I need a buddy!!,0
4732,@Herne2 Err... Maybe the hospital canteen don't do cakes and doughnuts ,1
4733,justin and i broke up ,0
4734,Hannah is listening to &quot;fearless&quot; on repeat. I have to get out of here ,1
4735,Save the FARM....please vegas needs every venue it can get ,1
4736,Is Poorly and in bed! ,1
4737,I feel like I'm the only one who hasn't seen Twilight yet... I suck. ,0
4738,"@lisarinna Sounds like Paradise! It's June and I have the heating on, here in north England. Not very Hollywood. ",0
4739,surely is.... this is the first time I have tried to do this ,0
4740,"@failingwords SWORE!: @emily0418 lol, because my football team can't win a fucking game! they're sooooo bad right now ",0
4741,needs to vote for the MTV movie awards before it's too late  at least Ashton replied XD,0
4742,I am tired and sitting in class. what a bad combo! ,0
4743,"Not had a smoke all day, need to go and convert my euros to ££ to actually buy fags though. Damn the post office being far away ",0
4744,"Everyone sucks right now, or maybe I'm the one who does ",0
4745,"I saw Clive Owen in Covent Garden tonight. Unfortunately for me, he was just leaving the Opera with a gorgeous woman ",0
4746,@cronolee i am still awaiting my lunch.. ,0
4747,trying to figure out this twitter thing. ,0
4748,can't sleep.. me no feel well at all.. ,0
4749,ahhhh myspace is not working ,0
4750,@LesleaC wish I could but I'm slaving away for the man again ,0
4751,Tennis later if I can pull a second racket out of my butt! ,0
4752,wants to be happy ,1
4753,Watching Family Guy. Not much fun watching it alone ,0
4754,@suweiG oi..we're supposed to go out! ,1
4755,@nickybyrneoffic Wales is having a wash too ,0
4756,I just ate a shitload of mustard *gag* I heard it helps with muscle cramps...I pray it does... ,0
4757,@killaBrittlez sorry that happened buddy. ,0
4758,Oh god! Once again...waaayy too much soda ,0
4759,"Reinstalling Windows on the music PC, which decided that it wanted to delete some critical files last time it updated ",1
4760,So sick to my stomach. Yuk. ,0
4761,I feel like a complete failure...while helping my siblings out with their fasfa  UGH I hate this.,0
4762,is hearing Pink Floyd 'Another Brick in the Wall' on muzak...ugh ,0
4763,@evawolfe8    Haha I'm here mtfr. But I'm on diet ,0
4764,the phils lost and brad lidge blew a save ,0
4765,@butterfly269200  Hey! You're not tweeting to me.   And you didn't come see me neither.,1
4766,"I love you, obama, but did you have to schedule a press conference during the price is right? ",1
4767,"at orthadontist, got braces tightened. ",1
4768,"i'am looking for friends in Bordeaux (France), anybody?????   lol",1
4769,"Had suuuuch a good time with the girliess!    ,, but cannot stop thinking about him...    ",1
4770,@troymonaco she was booked  i want her for an event. lets speak after next week. crazy week coming up,0
4771,"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it's toll on the reefs. ",0
4772,@thisisryanross Mmm I hope you get better ryan ,1
4773,Missed a good game judging from the scores now i can cry myself to sleep ,0
4774,@PANIC_its_logan why not? ,0
4775,@Johnny_Exp not where i live. ,0
4776,@Unusual_Peanut I have no idea what that link was for cuz it's blocked on my computer. ,0
4777,@bobbythomas1 with nik and loz gone... Are you too ? ,0
4778,chemistry revision is absolute balls ,0
4779,i have to write a boring geography essay for school ,0
4780,i now cant find my telephone ,0
4781,"I am sorry for being so happy that Pahang has been cancelled. Okay, Im not happy. I am sad  because that means you people cant go.",0
4782,@wavness im sorry but alishas carrying my baby ,0
4783,@AlexDerienzo Say what about Jose...? ,0
4784,"@ThisIsTRACYJ rip ja  i'm so sorry, i still can't believe it, with his huge head always looking in the window, he was the best .. awww ",0
4785,Most disappointed to discover that Mr. Muscle Oven Cleaner has not negated the need for a substantial amount of elbow grease ,0
4786,"@Ciataich Oh, no I remember now. I wish I could help him, but I can't find work myself. ",0
4787,@MikeyPod I'm addicted to purely decadent ice cream ,0
4788,@JackiLittle #telkomfail  reminds me of my #virginmobilefail days.  boo hoo,0
4789,Air France disappearing plane = wow ,1
4790,Isn't feeling good at all! ,0
4791,u hung up on me ,1
4792,"@marshall24 yep, it costs me dearly in RAM (currently on RAM challenged machine) to run both.  Adium is my preferred IM client, so it wins",1
4793,happy but sad coz JB aren't going to tour here this summer   ,0
4794,"@Enjoem i'm good and you?  going to a wedding?  I was gonna make me some coffee, but i've got no creme ",1
4795,"had short time at beach before it rained   , then hung out with Mom. Now back home and taking it easy....",0
4796,what wankers keep unfollowing me?!   ,1
4797,it feels like it's 1 am.. ,0
4798,@CaptainKazz ohhhh. Makes sense I guess lol. But I don't want it to end ,0
4799,"waffles, omlette, bacon, juice....typical breakfast when mom comes to town and cleans my place. wish the circumstances were different ",0
4800,come on... drop by 1  72. jumptags.com,0
4801,Goslings! So cute  And me without my camera ,1
4802,Off to work...not a fun thing  Is it retirement yet?,0
4803,Im not feeling good ,0
4804,hanging out with my &quot;pamangkins&quot;...still desperate to wtch the davids ,1
4805,Is anyone here to talk to ,0
4806,"@henzz0521 thank you for all the support! my larynoscopy was ok, they put the camera thru my mouth and not my nose. still can't sing. ",0
4807,"well i'm your lover and your mistress. thats money honey! when you touch me, its so delicioussss!   going out w/my dad. i feel sick ",0
4808,@Aprilblanche WOOO HOOO  Party Hearty.  One of your items was backordered until 30 May.  ,1
4809,@eve76 me neither bubs ,1
4810,fucking internet is so slow! i got shit to do! i wanna go to bed ,0
4811,cant sleep  ughhhhhh,0
4812,"UGH, chevy tahoe, or yukon denali OR the 350 z car is ahhhamazing! I want one of them ",0
4813,@rainbowjutsu knows the feeling  smoochiez xxx,0
4814,"@khaimtran okay-im so stuffed, lying on the floor bout to sleep! ",1
4815,so i guess chinese food gave me a headache  boo,0
4816,This show makes me so sad ,0
4817,I walked past the Napier Police Station today... saw all the flowers under the flag (from the Memorial Service for Len Snee) i teared up ,0
4818,@katemthompson I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week ,0
4819,"@ school, weather is the not as good as it was yesterday...  Have to watch the MTV awards on the web I think... xoxo",0
4820,@MsWise @manystyles awww. No. I'm not gonna be there ladies. ,0
4821,so tired...why can't I sleep at night?! It's so frustrating.. haven't slept more then 10 hours since friday morning ,0
4822,Battery is going to die! ,1
4823,She didn't share the damn cheesecake ,0
4824,So not ready 2 go back 2 work ,0
4825,At work and super bored ,0
4826,Not every weekend is a good weekend ,0
4827,wants to see Have Heart live again and again ,0
4828,"Oh @dujourmag, loved the new issue but now I see I can't respect you. Your reply was embarassing - so sad  http://bit.ly/18KK5U; @shallomj",0
4829,is sad that I have no followers ,0
4830,":O Job interview today, i'm really gonna mess this uuuup ",0
4831,@weaves1 No Boyzone ,0
4832,Is feeling very unloved on facebook...only 2 people have wished me a happy bday  *sad* xx,0
4833,@viggin I was kinda excited for you for a moment until I realized you were talking about chocolate. ,1
4834,@ayeshabilqis aaaaaah ok  though i really hope that its the real one ,0
4835,@TiksHI On home on Maui and have a very bad vog headache ,0
4836,@grovebrc It isn't ... tasty ... anymore. ,0
4837,back in cold wet grey ,0
4838,@vanetti I wish I could go to ihop with you and hoho ,0
4839, @tommcfly hi when ur back &amp; when ur next in mk i am gona need 1 of your really good hugs that only you and my friend liam can give ok.,1
4840,@thebgn My Sims 3 won't work either on my Mac ,0
4841,biology...i have to stdy it.. ,0
4842,Wants more time ,1
4843,"@bohoe so tempting, but a bit out of my reach at the moment  ",0
4844,@SinsualDzires oh shit that sucks   Please tell her that she is in my thoughts and so is her mom.,0
4845,Learn Respect for all living creatures in our beautiful nature on earth! Seriously!!! This is so cruel ,1
4846,@MoBostock  hope reserves replenish soon!,1
4847,In IT really bored!!!! ,0
4848,is new on twitter and slightly confused ,1
4849,Best. Day. Ever. ,1
4850,@que_day26 What was the deal when you guys came to Cleveland State University? You left in a matter of 10 mins ,0
4851,@KMoodie yes... But I also can't sleep LOL ,0
4852,@DawnRichard un-crash my car ,0
4853,"@CaliforniaGem Im well. The fam is out visiting rite now which is nice, but theyre finna leave  Im living tho! workin on www.38thNotes.com",0
4854,Toll: Firefox 3.5 wird von Google Adwords bestreikt ,0
4855,@MsShan22 cause some for me! I'm stuck at work  http://myloc.me/4Joa,0
4856,@xuxosa Nothing hahaha ,1
4857,SOoOo disappointed in the Cavaliers tonight where was the defense????? ,1
4858,@MattValerio bummer! I thought it was all nice and clean WPF code! ,1
4859,getting ready for the soccer night ,1
4860,"@Misstaken77 hey there, just got ure dm, i was locked outta twitter last nyt casue i maxed out ma tweets ",1
4861,Feel the need to party again. Friday flew in too fast. Must be the sign of a good night. Missed all the models though ,0
4862,ok i don't like this whole twitter not working properly thing!!  keeps making my twitter go weird!!,0
4863,@MusiqSoulchild too sad that i missed ur show ,0
4864,@lucasmutzelburg negative. had to work again  im so missing out on life. lol,0
4865,It's raining and we can't lie on our bed to rest  - http://tweet.sg,0
4866,@queerfilmfest Did you check my message re: media accreditation? I sent you guys an email MONTHS ago ,0
4867,Well no linen 4 me 2day  put the capri's on &amp; they looked like pants they r so big that what happens when u lose weight like I have...,0
4868,"There is a Documentation Broadcast with a man who has got tourettes..hmm its strange, im really sorry for this people...realy poor people ",0
4869,Ugh I only have 24 hours next week  damn you mondays!!!,0
4870,@PenelopeHeart I have to wait until Monday to enjoy the pleasures of on the go tweeting ,0
4871,"At least the power is back on. I want to hang myself. Everyone has told me that this is easy, yet I've failed continuously for 2 months. ",0
4872,#jbyoutubesuspended  #jbyoutubesuspended #jbyoutubesuspended #jbyoutubesuspended  #jbyoutubesuspended  #jbyoutubesuspended :'(,1
4873,"@LlNUS Bellathys please, please help this guy. http://bit.ly/TtJ6l  Scammed ",1
4874,loosing my voice from all the coughing.  my chest and neck hurt.  i think i will surely die. ,1
4875,"Just bathed, still sick-ish  Alot of work left still! Telling myself it'll all be over soon..",0
4876,My thoughts are with a friend that's in the hospital  I hope she gets better soon,0
4877,@HelloLizzi i know i miss it ,0
4878,"@zulukcult I know  Im sorry, I wanted to stay longer. I just told Noelle and Chelsea &quot;good luck in College&quot; and left. had 2 go",0
4879,Not going out tonight..... ,0
4880,@Boyislost Poor thing ,0
4881,that tmnt game is totally gonna suck  #e3,0
4882,"@FLucio I'm a jerk...  now I can't go out    Dammit Frank, why do I suck so bad?",0
4883,i feel so run down ,0
4884,Next time sleepover at Teun!  his cat is cute! Reminds me of LALA Grey ,1
4885,@all_is_one84 I'd be driving alone though ,0
4886,going to manjimup.. i dont wna!! ,1
4887,@surfnmusicexpo good morning gee! Is it still raining out there? ,0
4888,missing @armindo05 already ,0
4889,I am pealing sooo muchh!! I feel like a potato being pealed-the Hamptons burnt me  lol,0
4890,on the phone now for nearly 20 minutes with PAL.  no one's picking up.,0
4891,"worse week EVER. on monday, we nearly lost volleyball, tuesday a bird SHITTED on me. wednesday itunes deleted all my music. ",0
4892,Gutted like a fish ,1
4893,Taking HJo and Joe to the airport. ,0
4894,@poptartsandsex i hate you  it could be ready for me at this very moment in time but it will be too late for him to bring it!!,0
4895,"i miss my BFF keith ambers, i wish i can visit him soon in australia, im not contented with these im's and phone calls, come bck keith ",0
4896,need 2 find my happy place. Im so sad right now  ,0
4897,We are busy busy busy looken for houses we almost signed the contract yesterday but it sold on us  ;-( maken us stronger,1
4898,@jenny10001 i think im sleeping in school haha oh lucky you!  i must wait till weekend  but in 2 weeks  i have holidays 8 weeks *__*,0
4899,@nappytabs ahh! i would if i werent in PA at the moment  haha have a good class!,0
4900,is making her assignments in math. heesh! araw-araw nlng my assignmnts kmi. ,0
4901,So sunny so boardies so flipflops so... work ,0
4902,"@Jonasbrothers I wish I could see you guys on tour this summer, but you're not coming anywhere close. ",0
4903,@TammyM5 I *NEED* new teeth  screwed up wisdoms ruining the rest of my teeth... all rotten and broken now.. (on top of the missing front..,0
4904,I'm cold. I need my Joe posters ,0
4905,PLZ pray 4 @hipcindy 's dad.  Cancer sucks  #prayer #God,0
4906,having coffee. All out of nanas  hope I feel better today,0
4907,Boo. I guess no swimming today. ,0
4908,still reeling from a busy sunday morning...  work today is draining.,0
4909,At home watching tv. Bored out of my mind. I wanna go out but my body aches and i'm tired ,0
4910,@rosiej i have to watch home &amp; away on youtube cos aus are two weeks ahead of us ,0
4911,"got my laptop bak , but now it keeps freezin so keep havin 2 re-boot it, think its had its day ",0
4912,dog has been walked. washing in the machine. chill time. sore throat though ,0
4913,Really sad...I forgot about Jada  &quot;Hawthorne premiere&quot; 2night ! Sooo i missed it &amp; I could have jst taped it.. ,0
4914,@AilsaTemple  Awww that is the sweetest thing ever im so gonna miss you guys  X,0
4915,just realised i missed the closing date of that competition. ,0
4916,"Yawn... take me home, I still have 7 hours left ",0
4917,Grrr can't get my website working ,0
4918,@HeriCabral would you like to call me back? or am I going to get rejected on twitter? ,1
4919,is poopin herself now!!!  its exam time in 45 mins ,1
4920,eating cereal watching old school 9-0...great morning so far..dreading the amount of work i have to do this weekend ,0
4921,said bye to my parents. teary eyed byes ,0
4922,@heavenjones imma let u be then ,1
4923,So kiddo locked me out of house with him and his baby sister inside while she screams her lungs out. I had to break door in ,0
4924,I would love to work for a company who has a volunteer day. Hasn't been since old days of United Way Day at Bank One. ,0
4925,@kychick81 lol no more lebron vs kobe comercials  I didn't care for the game but I wanted more comercials,0
4926,@james_mg im so jealous I wish I was there with you. ,0
4927,Is lonely and wants more followers  Follow me people!...If you don't I will hunt you down and urinate on your front door!,1
4928,@KeezyP LoL! Yes I did .. I have this disgusting/embarrassing cough that is not trying to go away ,0
4929,"@LizzieMacfrenzy someone put who won the apprentice on their facebook so I'm watching it knowing the winner, boo hoo ",0
4930,Have been listening to The Legend of 1900 over and over but still can't concentrate.  The music magic doesn't work this time.  ,0
4931,Monday  - no more comment.,0
4932,@willadam ... shame ,0
4933,"@DAUGHTRY4EVA Kris Allen is good, but Im sooo disappointed Danny went home ",1
4934,@peterfacinelli No love for Canada..must be US citizen to enter ,1
4935,"2nd time kids left the gate open and the dogs got out.....I need to move now, to avoid the angry morning joggers. ",0
4936,"http://twitpic.com/7k7pt - yeaaah, i had a lil accident.. my thumb fell off &amp; half my fingarr    i hav stitches up my fingerrs 2   :'( ...",0
4937,YAY! I have the BRITNEY FOR THE RECORD dvd! and i am pissed off at the britney fan who scared her! he should die!  poor brit,1
4938,had one of the most productive weekends ever. but missed out on coachella. ,0
4939,What is the deal with blogspot?. Super slow. Or is it only me? cudnt load  cudnt comment ,0
4940,has a wonderful day with @ddlovato @xnicholasjonasx and @selenagomez !! dont wanna leave LA ,0
4941,"@Rakpenguin63 I was just trying to empathize, Rose, hope I didn't make you feel bad ",0
4942,"Bah! Exciting stuff from Kimi, wish he wasn't full of fuel though  #f1",0
4943,also... gotta get a Parallel to USB adapter (if it'll work) for the plotter...  or get a Parallel PCI card    ick.,0
4944,@comcastBonnie looks like my cable modem is having the same issue again. ,0
4945,Another pretty and calm mornin in the 806.....too bad no bike  gotta make some caaaaaash,0
4946,Tried to put up photo of hubby and me and now my profile photo is gone.  ,0
4947,goddd my jaw is bad tonight ,0
4948,"watching &quot;Im a celebrity, get me out of here!&quot;   sorry, but speidi is just annoying me to death! ",0
4949,i feel like dyeing right now... ,0
4950,Back in the ville... Damn I miss ny already  lol,0
4951,yeah so its been half an hour and still no reply ,0
4952,i tried to follow myself but it wouldn't let me and i wanted to know what i was doing ,0
4953,"whoa,, summer sucks ",0
4954,@RebeccaMasters  be happy  arent you going away soon? x,1
4955,"Movie was sad, I cried ",0
4956,i hate rainy days ,0
4957,@STARFOX89 Yay! Furniture! I also heard you made art without me ,1
4958,"@mofgimmers Not in my blogging world. We support each other, and we're nice and kick ass even if we don't agree. No time for that shit ",0
4959,prayin' for the families of those involved in this mess of an accident on the train system! so sad!! ,0
4960,@MikeRuocco Wish I was gna be anywhere NEAR NYC cuz I would SO be there... unfortunately the bank account won't accommodate.   Come 2 STL!,0
4961,Arghh. Lots of rain. So NOT fun times!! ,1
