,target,text
1201930,1,http://twitpic.com/6dhbr - With my best friend Nicolle Labrin that I love with all my heart 
961222,1,"@lionl I have, yes, I should check out more of her stuff. "
1008890,1,haha i love these kids videos im glad i didnt have the internet when i was younger or i might of put this shit up too  http://bit.ly/ ...
1211044,1,Chris &amp; Courtney's wedding was amazing! totally flawless! thanks for making me the maid of honer 
1450888,1,@nickymiller u don't kno me but i followed ur advice on twitter help and now my pics uploaded so thanks 
1281598,1,@FrauEngel And I DO love Mars Planets. Loved them before they were out in Germany. British shops are the best 
962538,1,@limeice Naaaaice....very naaaaaice! 
905423,1,Bank holiday in London! woohoo 
1364136,1,@sethsimonds Some of the best advice I've heard in a while! 
967518,1,Having breakfast @ Patrick's Molloy's getting chocolate chips pancakes before the big bike ride 
929676,1,"what a great random weekend....dirt bike ride  mt bike ride   gardening, clean house, and lots of fun  sad tomorrow is Monday."
994119,1,@xlikewolvesx waiting in anticipation. 
1123296,1,Is anyone else SUPER excited about the MTV awards??? Don't try to take way my sunshine.. 
1163489,1,about to go to bed 
1498712,1,@spurm Nice  :p lol
1495395,1,@LOPchelle Ill txt her and let her know. Thank you for your help. 
1587122,1,okay.done  homeworks time ) can't find what i am loooking for agaiN!
1352279,1,"@mrzhollywood not a prob, have a good one my dear! "
1417558,1,"@therealpickler you were amazing kellie!! I absolutely love you and your music  Come to toronto, canada!"
1504522,1,My rash is slightly better. 
1347785,1,@KarinTabke Hey congrats on the sale love!!!! 
1440094,1,@kiwifire yay  trips are fun.
1361928,1,"b4 I go...fun fact: for a very, very short time, I was a model. "
1480072,1,@juliamusic101 weeeeeeeeeeeee me bored 
1447448,1,"@davidgarrido Night David!  good to actually see you, :p - catch you later if you're around."
1501625,1,Kyle is here and I am about to get some #SF4 action. First to 100 wins 
1519017,1,well im new...just hooked up twitter 
1441960,1,"No matter how many times I've seen it, I still find Titanic to be just as romantic as the first time. Thank God for TNT movies!!! "
1258197,1,"met bill bailey, tim minchin &amp; talked to the LOVELY dave brown tonight  the show was amazing also, bollo can really move ;)"
1486195,1,"yall know i had a good time, lol cus i cant stop talking about it, it was an experience though  got me smiling right now"
1486673,1,"@dougiemcfly I can't spell tea.. oh I just did, good day for me I guess "
975871,1,"@MsKae Sleep well, and don't forget to air out the dog! "
1402451,1,"@HostessTori Sweet! Let me know if you need anything from me, like a referral. #FBTbash wouldn't be a success w/o you! "
1307207,1,"@pastoririshea wassup, how u feelin? did u get that sqwal implant? "
1521808,1,@amzmaria yeah i do!  I'm dl-it from here. http://eztv.it/ it's MEGA slow though. Maybe with your internet it'll be better. 
1263545,1,@TheIreneCho Ms. Kim sent me. Nice to meet and tweet ya. 
895552,1,@gfhomemaker - those look good! Thanks 
1002728,1,"@imtheZero ur proud riqht ?  hehe -highfive- now run alonq, kiddo."
1583245,1,@elelovespanic I am noooow  thanks for the reminder  screw homework...
1377762,1,@noralmt I twuly think so 
1527103,1,"New Dunlops, Shirts and Ties "
863289,1,morning every1  i'm off to bed soon 
1569661,1,excited for the Twins game wednesday! Can't wait to see @joemauer   ou OU
1436837,1,Landed in sioux falls  Thank You Jesus for a safe flight
1313661,1,@Haarlz thanks you too  xxx
1334440,1,@ChewTheMagazine it'd be great to have an online copy &amp; a printed one of each issue. i hope the prints will be available here in asia. 
1270794,1,is following @realsophiabush; wee 
818989,1,@ddlovato Is like the coolest person in this world and i dont even know her 
1001299,1,"@shybutflyy, I know. just throw the book at me huh? "
1194820,1,@princesscrys just kidddingg  wish i was thereeee
953039,1,As of 55mins ago I have been cigarette free for three weeks. Please congratulate me! 
1000530,1,@KrisAllenmusic you won you won !  goodluck with your future !
1339104,1,@gfalcone601 hi gio! cause you dont came to brazil with the guys? would be amazing! come the next time! you know any place here?  xx
1250989,1,@KayleighNKOTB no guarantees but exfoliating should help get gloves they would easiest 
1002007,1,Just dropped my iPhone onto the floor tiles... And nothing happened!  My baby is okaaaayyy!!
901949,1,@carolinekan HAHA all because of chocolate? Always knew your heart was in your stomach. Wait till you try the truffles 
1491932,1,"&quot;you look a little pink&quot; was an understatment. an hour later and i'm definitely burned. not too bad, though. a little sun shouldn't hurt. "
1064939,1,"@jscrinc cya, lol i might buy it after my Exams  who knows anything can happen! "
905759,1,@dougiemcfly Rest then. It's your day off! 
1058733,1,@simplyandreah we are also lining up holiday gift list &amp; blog write-ups...  Let me know!    I love to support my internet blog mamas!
1583688,1,@Shamskydo thanks for following sam! 
895082,1,@gloria_hayden welcome to twitter. 
994014,1,"@mileycyrus i couldn't have survived FamilyLife w/out u &amp; @ddlovato ,both of you  definitely inspired me more than u would expect.Thank U "
1450473,1,Prom was fun  Vagina falling out EVERYWHERE ;)
1537828,1,@ramereth Why thank you! 
875241,1,"@smokedrinkdrive you! *tackles* i think i did that yesterday but i don't care, i'm doing it again! "
1147310,1,Now have Twitter account.  Does this make me a Twit?  Better than the alternative. 
845411,1,@dougiemcfly YAYYYY see you may 2cnd  stay in lannndannn
947863,1,"hell yes thunderstorms. going to lay down in bed soon, text me please "
1479077,1,@turbinedivinity Happy Birthday! 
896469,1,@carlamedina  awwww  we also love uu!!!
1199654,1,"Anyone keen to follow MTV Movie Awards tweets, check out @marcmalkin from E! "
815548,1,It feels amazing to be able to sleep late.  Yay for weekends and pretty weather.
1200963,1,back from seeing http://disney.go.com/disneypictures/up/main.html - great movie - I give it five thumbs up 
884836,1,@BeccaJoyBower im ryan i like to travel 
995282,1,Makin this day count; bein productive! 
1159496,1,"Totally just found a song with my name in it  I feel really special now, although they spelt my name wrong -.-"
1140791,1,@jeffwilson blah - that's what I was guessing.  I may hire it out 
905450,1,watching old skool fall out boy vids 
1304836,1,Just got off work another day done 
1279956,1,@AmazingPhil do what i do. drink lots of coffee and stay up all night  then have a cold shower in the morning to make sure your awake!
1541144,1,sometimes empathy is a beautiful thing but sometimes it eats up your soul. black absorbs everything but can give nothing back. but i'm ok 
881741,1,@PeterBlackQUT Thrilling... #logies 
1169819,1,it's so warm and sunny those words don't exsist in northern Ireland  partay
1429724,1,eating a chocolate frosty &amp; waitiing for oscar to text mee 
1157663,1,"@architeuth1s Bahaha! Yes, it is my turn to be the fun police now. Coffee would be nice "
1172102,1,@jordanknight Morning!!!!!!!! You better go pack!!!!!! Can't wait to see you guys next Saturday!!!!!!!! 
1425521,1,Got my nails did.  Watching murder shows with my dad until dan gets here for the night 
1342847,1,Just got 85 Prayer on Runescape 
1015823,1,i have just arrived in jockland and the sun is out       
1227183,1,Plurking on the PSP sucks.  It looks just like Twitter.  http://plurk.com/p/xn7cl
1297185,1,i have paint and a roller cover and tape... but no roller. i guess i have to watch the price is right for a little while. 
1479476,1,@schmae so when are you coming in to the studios for another gotcha? 
1259738,1,the grandparents will be here tomorrow!  I have 2 days off!   much love to @dark_15... you keep me sane and I thank you for it 
901831,1,"Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM.... "
936050,1,@PixelMitch Prepare to have your mind blown!!!! LOL but seriously its fantastic 
1135948,1,"@Geekwife really?  sorry, but its such a good song "
1044172,1,goodbye kisses are great 
1235577,1,@zappos Happy Birthday!  
1278975,1,@ahmedhosam ma3leesh rabena haykrdmak be 3ataba gdeda. At least u still have @kassem_fci with u 
1543752,1,@meatstack It can be 
1453113,1,I am hopeless 
1320789,1,"@ShikhaBirdie Hmm memories are to cherish, but mostly they let you cry when u remember them "
1182013,1,oh my god i cant believe i'm going to see east 17.. this is sad but its blast from the past weekend this week it seems!! 
1099857,1,@DerekHP yep... so true...  http://post.ly/gp8
1138584,1,"the last time Orl. was in the finals i was 11 &amp; rockin an Orl. starter jacket, lol, but they back now. lets get it "
1591452,1,This Gave me My First Giggle Today!  &quot;Never knock on Death's door: ring the bell and run away! Death really hates that!&quot; - Matt Frewer
1436957,1,@jiahuisiau hi jiahui...tot ur show is on 10.30am this morning too..but saw the show being braodcasted at 10am this morning... 
1209495,1,@thereallucyd im not being domestic. im hungry. Besides... I left all the washing up for charlie 
1250977,1,@gfalcone601 That is a great album  Xx
1494109,1,@Dave_Annable Your tweets are sooo adorable! At first I was crushin on Justin but now I'm afraid it's all DAVE!! 
1005763,1,#followfriday More ladies  @girlygeekdom @acousticellejay @mernas @giacavalli @LittleUK @iphonegirl @Mia @m4rta @mistygirlph @the_anke
1030147,1,Movie time with the boy 
1027896,1,My back is killin me. I ono why tho. Haven't been sleepin well. Prolly pushin my body to hard wit no rest. Anyway good night twitterville 
1551944,1,@benjaminmadden you have been driving home for a long time 
879380,1,@IFightDragons well there was a lot of practicing going on. i apparently suck at it. but rule at DDR so keep that night open! 
913158,1,I think I'm going to go outside and have a very John Cage moment   Music majors rejoice!
883181,1,"@rainbowsnshit true that. *kapoww* bitch slap from a craing friend. wake up, bitch  love you"
1193736,1,"@spockinator Horrible at your washmachine did broke ,and you are middle in stoneage.Known what it means.Wow Star Trek fever dont ends "
1241954,1,"Amen to that! Found mine  but, does crying during labor means it's technically his fault? "
1053985,1,dreaming about one day getting to meet the jonas brothers!!  That would be a dream come true!! 3D experience was amaaaaaaaaaazing x
803245,1,i'm happy - - really happy! 
1050736,1,Is laughing at the fact that my mom said she hasn't seen me since I got home. I have been home... Just not at night. 
1012809,1,"@sanjukta don't wonder, @gulpanag actually is humble, friendly and approachable in real life ! Experience speaks, if you believe me "
1252465,1,On this gay site..... 
1008797,1,"@Madkink It was the beef hulla hoops  haha I'll let you know, but i've been told my brownies are better, you mite wanna hold out!"
808679,1,@Robert_Houdin No argument needed  There's one for you.
1274269,1,What do you hate about your iPhone? I want to help...and not just 'cause it's my job  http://www.kryptonprodu.. http://tinyurl.com/lo5qjd
1223073,1,@LittleLiverbird boo sorry there was 2 first straight up and then vibeology 
1457420,1,@rabbittrick so what time is it on your end?  it's 6:13 over here and I'm sorting through pics of Greek-style tapas 
939434,1,@AlanCarr Me and my friend emma are your biggest fans ever!! we love u ur amazing as soon we r 16 we r coming to see u live so look out  x
1547164,1,gonna see Year One friday! 
1539291,1,"yesyesyes ;D summerrr (L)(L) waheey, exciteed  "
1231127,1,watching the new moon trailer and 30 seconds of it and i'm hooked! 
1416203,1,"@DaddyP I do sleeping really well - like Martini, any place, anytime, anywhere..... "
1411511,1,Iss Listeningg Toooo Musicc x 
882461,1,@WhizprTes Joined 
1560922,1,@matthaltom very good advice! thanks 
1329955,1,@puddlemagic Thank you! I am so glad that Abby wants to wear a dress everyday since I love making them for her. 
1140576,1,i've got a pretty good following:followers ratio  niiice.
1348630,1,"@truejerseygirl worst case, take it in to VZ store &amp; have them do it for u. i just want u to love your storm! LOL  tweet me pics tmrw!"
1197679,1,Finally home. Just out of the shower and feeling squeaky clean. 
875348,1,off to work. Hopefully today's not a crazy day. excited for plans after work. 
1252371,1,@Tanveer_  my forum name is shayrenee17. I just signed up like 4 days ago  I started a topic in the New People section : Howdy! lol
803188,1,have a great day people!! 
1460415,1,missed twittering 
1459294,1,"@TraceCyrus Tracee! If you come to Philli you should come up to Baguio City. We never have good concerts here, it would be a miracle!!!!! "
1292686,1,@RoDDCE0oFTNG teehee . idntknoww wht to say LOL 
1429576,1,@Heidi_Caswell I would've stocked up &amp; stayed home hehe Was living like a recluse in them thar AR sticks 
1205055,1,@addtwist LOL I am sooo addicted to the ANTM reruns on Oxygen...they are on in the background while I work on etsy all the time 
898974,1,"@geppe @mallebech thanks for CPH tips, see you out there  and then again, maybe not at Klubben...to brown ;-)"
1051145,1,@DanaLouLou I feel like tweeting you for no reason so um helloooooo! 
1414312,1,Cafeteria then off to soho w/ Tay 
1153366,1,"@DwightHoward You are such a beast! I enjoyed the game! Even though my Cavs won't be playing, I will be at games 3 and 4  GOOD LUCK!"
1145947,1,"On the way home now, I dont realize how many little things I lost  when I left Austin until I'm back here, like 24hr dast food "
852112,1,Window shopping on the internets 
850864,1,@kwidrick Awesome.  And here's to a great week.....
1154090,1,will practice commuting on tuesday  http://plurk.com/p/xcfug
1389150,1,SKYDIVING this morning with my Asian siblings then heading over to Lansdale Day -- maybe I can parachute into town?! 
805129,1,@sotodance come here and you sure will. I drag everyone that comes to visit to see Herbert 
1136976,1,@jordanknight LMAO LOVE IT! mahasha 
1268570,1,"@JonathanRKnight You don't have to apologize... I think most of us know it will happen, but maybe we hoped it'd be, you know, later... "
1478306,1,Jessica is leaving =( i have less than a week until i see her again 
1041870,1,@shellybellyx09 you will feel better soon 
1365350,1,alright good night for now :C (LOVE YA) idk Be safe this night dont roll over and break another arm 
1481232,1,@nicholasbraun i wish ): hope you find someone though! btw i met your bff robert adamson last night  haha.
1057838,1,#followfriday @marginatasnaily @marginatasnaily @marginatasnaily @marginatasnaily @marginatasnaily @marginatasnaily @marginatasnaily  lol 
1015487,1,Leaving for the beach with hunnie in a few hours  I'm very excited!
1013369,1,"@remzology btw, this week I met lots of Keralites on Twitter. Many are coming in, its catching up  here "
1131606,1,Just got done talking to Lauren Geralds- she is so nice 
1520021,1,"@against_stars NO NO IT'S OKAY I'm so flattered that you would do so-! ;_; It was a gift for you, anyway, so do whatever you like. "
825987,1,"@thomasandlaura those photos are great, don't give up on the hike.  You can do it  "
1085993,1,"I want to go to BLINK, i want my foot to feel better. Oh anddd my toes look like sausages  yay friday!"
1478004,1,"@SarahMag80 I take it you have woken him then, or is he playing in his sleep. You will be assured the win then "
1503407,1,@TeeRexWest lol well we got two game in orlando... im not worried... 
1589803,1,Feels like a thorn was taken out of my chest! Whew! Just glad that it's all over &amp; a new beginning is waiting just around the corner. 
1279842,1,@Bonkajs Nothing Speacial  Labi teikts hehe)) Vinjsh droshi vien ar Slakteri parunaja
1088457,1,"Wow, Up Way To Late. Gotta Get Up At 7 Tomarow, Goodnight All  I Cant Wait For The Invisible Children Art Show Tomarow "
1077433,1,Listening to a very ineresting cover of Colplay's 'Violet Hill' done by a band called Pendulum... I like!! =D It's very funky 
1372512,1,I really wanna see that movie The Hangover!! Who wants to take me?!  http://bit.ly/mDF96f
924603,1,Weatherproofing the hiking gear - because hoping for sunny weather doesn't keep you dry. 
1385090,1,@beeyanks haha  will buy one later too! 
1113184,1,@AndriaAndCo   Does he know that?  
1054106,1,"-Well hello weekend, thank you for being my friend this week.  "
1064422,1,"@Kenners13 cant dude, am working all week! money money money "
822175,1,@jennettemccurdy WHat's the best part about filming iCarly? Which btw is my fave show 
1440880,1,hot tub with @heathergrins &amp; @catrific 
1141651,1,I would like a date please. 
1106494,1,@nosuchuser minis are waiting here 
1539490,1,Debating whether I should try SF's 311 service by Twitter to order lunch delivered to my room.  I think that's public service enough
1584371,1,Off to dinner with 08S26! Haven't seen y'all in ages. 
1123028,1,Woke up with the biggest smile on his face  lol
1413645,1, wishing on a star
1324525,1,@fenue AMAZING.  i watched it twice already and i'm going to watch it again on 21st x)
933483,1,im soooo ready for the weekend 
1252958,1,"A few days after giving away the old violin, a friend found me a beautiful violin at a yard sale for $50.  ...  karma?  "
1283725,1,"@blastStu Common Dreads. It's not out until June 15th, but you HAVE to buy it, it's epic "
1291070,1,@jyro There is PyGTKEditor 
889451,1,@corychambers I'm going again today Cory! 
1385728,1,@VioletsCRUK have a good day  x
818467,1,"@THE_REAL_SHAQ hi there! Are u talking to us little ppl today? (I iz little, I iz 5'3&quot;) "
1265438,1,"...Hi, My name's Ani. I've been an MCR fan since '03. I give a hug to MCR fans old and new.  #MCRchat"
967196,1,"Producers = Producers We make beats, We promote hot tracks if we want. we don't have 2 but we do  and better then artists sometimes....BUT"
1318332,1,"Really can't wait for my history exam to be over, my Sims 3 will have arrived by then "
1046385,1,@reybango They will understand 
1220516,1,Ahh yeahh  done some revision and am now having a cup of tea and half a twirl 
879077,1,@amy_tran you dont suck at life! its okay!! we will go next weekend forsure!! 
1433410,1,"Morning tweeps, I just wanna sleep all day today "
1021219,1,"Waiting for my luggage so I can shower, change, get my Starbucks and then head out around Dublin!!!!! "
1090501,1,"Cleaning up my shelves, also sent mommy to the phone to get my iPhone unlocked lol   http://twitpic.com/68u8o"
1518038,1,@miacheng Absolutely 
1287172,1,@burntfilm I can see you 
954095,1,@sourmash25 They're not married I don't think - bit of an on/off thing.  She was a 'normal' geordie lass in her old life 
1255888,1,"@joeymcintyre  Groupies...Some of us never change sweets, lol xoxoxo, see u in 3 weeks  LET'S GET THIS!!!!!"
1521405,1,"playing &quot;fly with me&quot; by jb on the keyboard, i love that song!  well, i love every song by the jonas brothers ;D now: breakfast time )"
1224503,1,@DsBabyGirl lol  he def has that effect on ppl 
989021,1,yummy mushroom pie! i like the new canteen 
1420819,1,@aplusk holy shit!!! that pool thing was wicked! 
1565373,1,"@ErinSchmidt I would seriously read your blog, and @TraceyMmm 's blog. They would totally have the BEST content. "
1482573,1,@smitherinesxo mhm it was! thanks 
1328527,1,Good night all 
1452451,1,yay! kid cudi's coolness! 
1315743,1,Out of SinoTechFib at 0.165 
802937,1,Age is putting up new racks for me. The corsets will look much better 
906602,1,@TiernanDouieb Oh gosh I hope so. How fun! 
888561,1,@Nelley Happy Birthday Nelley..hope you have a great day. 
1220198,1,@eeekk EW babe. Why would you ever ever ever do mathematics. YUCKY! Come to Alex's house this Saturday? 
1236673,1,@mitchelmusso i want it so bad  im buying it for sure!
947565,1,@smackthis lmao lmao 
903678,1,thanks for the feedback everyone 
861161,1,is lovin this twitter from my fone thing.  watching robots againn.  then bed. peace easy sleezys.
1242125,1,and Fia is maybe going to italy soon 
905385,1,@Lena_DISTRACTIA Good morning. 
914643,1,Thanks @TheCampain for shoutin out my mom today  She also says thanks!
816864,1,@zssz Thanks 
1530379,1,new iPhone update tomorrow - finally!! cant wait 
1368317,1,@SnakeDoc71 ummm yup.... For today! 
870325,1,exactly 5 weeks until we get to take home a new puppy  names: jamie or marcy?
1130403,1,@tuzonghua i agree  i love sleepyhead 
1417048,1,Weather seems 2 b clearing up and getting warm...kids getting in pool and Im going 2 lay out! Relax time..I really need it! Smiles 2 all! 
1497453,1,@ChaseRyanMusic because that's what they do. i'll whine at work. no worries.  
1211744,1,That was quick! And WoW was again short lived 
1421695,1,"@emzyjonas Dang, ive only used around 100 today so im good "
1497333,1,@mileycyrus it hurts because that person has impacted your life in some sort and you dont want to say good bye  thats why it hurts
1475559,1,@SherryCarter thank you so much for your thoughts 
1447244,1,on fmylife.com FUNNY STORIES! 
1087362,1,now im done unfollowing. my twitter updates are now peaceful. lol 
1059459,1,@Mikieee182 but you're still gay 
1562669,1,@sucka4love lol u know we love BOB! Ahhhhh the kwelest n life ever by far 
1465957,1,"@ModelMandyLynn i grew by 400 yesterday - 4th day in a row over 300, and climbing  a fortnight away from top 1k (maybe quicker)"
1052749,1,@Adamfyre and thank you so much  Always a pleasure
1472170,1,a wise girl kisses and never tells 
1373546,1,twitter is baaaaaaaaaack!!!!!!.... thinking of you 
816102,1,flew in to say hi~ hoping everyone is well!now off to check on baby chinese dwarf hamsters... 7 of them 
991937,1,blog hopping AGAIN 
1349980,1,Ha!  @tamikka @egratto  I've started on my list already...just need the cocktails and you two! 
1162743,1,@jackienopants pity there's not a song called 'fill me with dumplings' 
1032349,1,@jessewatson1 OMG Jesse!!  You mentioned MY fav  Meal!!  MEATLOAF!!! YUMMM 
1511132,1,@RadioSRQ Thank You soo much  #gratitude
1453574,1,@davidscottkane Or to put it another way - who watches the Watchmen? 
1152254,1,"@axeguitar, hope you have an awesome vacation! "
1383849,1,Yey! finally! I'm back!  Checking our starwars 
1259131,1,"If anyone in or near Portland, ME, can give @thrashbear a place to stay tonight, let me know "
992354,1,"@IllusivePro Yep, down in London for the week learning C#.  Just bn out for a delicious turkish lunch  makes up for early start!!"
1284928,1,@phatelara kewl!  will farm in a bit.. 
1367422,1,I'm eating chinese with Binc 
1080887,1,bored. will cook carbonara later for my cousin  gift ko! XD HAHA!
907740,1,putting 3 new consultants to work this week. it's a good feeling!  congrats on your offers 
1188031,1,@LaurenConrad oh noes! Hope it all works out  have a blast tonight!
869465,1,a peek of what i did in the middle part of the day ! invading changi airport T3    - photo at http://twitxr.com/herbertism/updates ...
1180105,1,Walking home. I like walks 
1434964,1,"@aurybaby leaving wont change a thing doll, here for u always "
1315772,1,"another for u  Sometimes when I'm angry I have the right to be angry, but that doesn't give me the right to be cruel.  ~Author Unknown"
1279425,1,off to meet @drkellypage in an hour or so - discussing thewebmakesmefeel.com project 
1577550,1,@shaundiviney @bradiewebbstack @andyclemmensen tweet 1000 goes out to you guys to say: When are you coming back to canberra?!  x
1449730,1,"feels like LA, Very nice cloudy sunday. "
1513297,1,@taylorswift13 johnny and June -heidi newfield  how was the crowd tonight? N do u like this song?
829721,1,@TaraWatts Sounds like you had a blast with your family and your pets. 
1330319,1,@meducate (You do look younger but we won't tell AC...after all its his bday) 
1517839,1,We´ll relocate in a beautiful semidetached house  I´m very excited  I´m so happy! Finaly everything´s alright 
981015,1,#aneko says: Hope to have a lot of fun on my first shift 
1311433,1,"@mszsazsa @theakiregroup tonight was really fun, sorry yall couldn't join us.  But, it's a weekly event apparently, so that's good news "
1006188,1,@timrawe erm...  pleasant environment conducive to increased productivity?!  
969284,1,"Secondly, I saw the funniest musical ever...&quot;Der Schuh des Manitu&quot;!!!   &quot;The shoe of the Manitu&quot; I hope I translate it in a right way ;-)"
982952,1,Pinch me! Am I still asleep or did @barenakedladies reply to me? It's the least I could do  I'll have to try it with the additions .
1100918,1,"was around but frantic, not online. in iowa now. will try you later today. my mobile is 415-987-9468. call anytime "
1085401,1,@TheDanthrax Please remember me when you're famous. 
1016383,1,MyTinyPhone has a twittering voice now 
896029,1,@Steppernits you got lots of time still so it dont matter 
1548929,1,@racheltrue oh thanks I was highly upset that morning  I had to stand in formation for an hour with that thing on
1508067,1,kobe bryant for MVB! Wooh! Lesson learned: always go for da gold people 
1499563,1,just won my 50th game on solitaire 
1467800,1,@sharlynnx no worries darling  im glad i can help haha iloveyou too  xx
1235638,1,@hester1992 i love that show too =] Bravo is my addiction 
1365259,1,@BrandonFrame aww thank you so much 
1582436,1,@slckrqn Thank you so much 
1552003,1,@LittleFletcher Carrie night. Sleep with the angels 
863984,1,@ddlovato i just wanna say that &quot;Don't forget&quot; is one of the best songs ever! it gets me through alot  thanks for that xoxo!
883823,1,@Amaninazaini Nina means girl in Spanish 
1249027,1,"Wow!! Got a lot of response over Prima, just for the Twitter icon too "
845415,1,@mileycyrus here's a good book: eat. love. pray. by Elizabeth Gilbert. It's really good 
1445370,1,excited for the months to come 
1058306,1,@TheWizardOfOne Thank you for recommending me. 
854021,1,"@xgetwellcardsx yessss! yes please  oh, now i'm super excited! i have to go back to the station at like... 6 to get laura though haha."
1517988,1,@sugarkanne keep your hopes up. i just might. haha 
956738,1,Figuring out how to Work Twitter 
977956,1,@hirsebirse Hehe 
831350,1,last night was good  thank you james for the best party ever 
1319895,1,"@mwitarsa777 Yes, back to normal now that I'm at home "
848879,1,Happy Monday greetings tweeps  
1524231,1,"@mediamadam hyvää iltaa &amp; well met, from Thessaloniki, Greece; thank you "
1241656,1,"mrphoenix was here, not in dream. "
1098925,1,"errr morning :s nice day  sun is shining i have the entire day and night off  woo, really bad tooth ache from brace  oh well tweet me!"
1252143,1,@addiscreson BTW That design was quite ahead of its day in 1999 when it was created  AA has no people -- they contract everything out.
1223352,1,have a good monday morning guys 
1154449,1,@skl_p3ace I aim to please 
914575,1,ready for a day full of His presence  i'm expecting the best!
886535,1,Lamb chops! Done! Bring it on!!    http://twitpic.com/4h7rh
1299597,1,Guess what! I'm naked under my clothes.  lol
1483584,1,Lakers today 
1019566,1," its nice to be carefree with my bestie. we laugh, and be ourselves, i love it."
1074298,1,My little brother reminds me of @JackAllTimeLow. I love him 
941649,1,To another city! To another game 
827789,1,On the first train of the day. 20 mins to crewe to meet a london train full of scousers! 
1066057,1,"@greggarbo http://twitpic.com/5ymmz - hahah, that's funny, "
996576,1,welcome to my twitter! 
1571582,1,i lost my voice cause i was singing @taylorswift13 so loud in the car  bed time now! nighty night!
992533,1,Applying for a PT job today  wish me luck?
1582215,1,3 days til we leave for chicago!! gonna get one of those hot dogs!! and ride the ferry. and the subway. and a taxi. 
920285,1,I'm going with lilah to buy things for school work  i'll tweet later  xx
962028,1,@frankthefox Gooood Morning!!  sorry I woke up right when you signed off. lol. So crack for breakfast ehh?
1466625,1,"home from dad's! miss him already.. School tmro, uugh. but only this week left  yay"
1504115,1,@JonathonHackett aaah yes Siouxsie and the banshees is butter.. JujU one of best all time albums..  
1478496,1,@JonathanRKnight Two days off coming up!!! How excited u must be!  A little baby shopping time?!? I can help u pick one if you'd like...?
1335488,1,i've just made a new background 
1149357,1,".@TraceyMmm hahaha!! it's *my* idea, my hashtag!! i stole it from a pub in Fortitude Valley  #NoUndiesSunday"
1492301,1,might get another dog soon! 
1068727,1,so full.. nom nom nom. headed to Chase and then going home 
977108,1,"My GDI Video updated, got 263 viewer . Yess!! http://ad.vu/2kmb please vote for my video "
1202429,1,LOL! advice column for world leaders on Foreign Policy &quot;Dear Jersey Boy&quot;  http://tinyurl.com/le99he &lt;-- no need b jersey-basher to LOL! 
1013273,1,Yay! Got the full report for free!  
1087014,1,@DanaBrunetti You are very welcome. 
924255,1,@Dojie #TwitterTakeover i have a lollipop.lol #TwitterTakeover 
1551617,1,@simplymissii Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1346667,1,writes citations for the school newspaper 
956183,1,Going Shoppingggg!!  To buy my mum a present for her brthday next week....fun times... 
863197,1,@JonasLovato24 New JONAS song on youtube!!  Cheack it out! It's the pizzagirl song! lol!
1111574,1,waiting for Russel and Caitlin's wedding to begin 
1536367,1,@zarg LOL now that's definitely a truism 
1214320,1,@PandaMayhem thank you  lol
1491329,1,I love my sister @ammazzati and my brother @paride_Luca too much! 
1226937,1,"@Heligypsy awe, schucks  thank you!"
865629,1,"@newboy I'll blow the sun your way, its shining nicely here in Bridgnorth now "
1144617,1,In over my head.... Right where I want to be.... Where Gods love always covers me. 
803765,1,@Boogaloo1 oh dear!!! now why would you want to do something as stupid as stay off the booze for a whole month 
1201673,1,http://twitpic.com/6dgst - Sheeit son! 
1214142,1,"jst deleted the horny kitty spam followers .. now to 93,, not to bad  thanks guyz .. im OUT&gt;.&lt; essay time LATERZ twitterz"
1192316,1,@GalleryVittoria For allergies? Or just for fun.  I don't have tannin allergies myself. Was just retweeting.
950761,1,Going to the naval dockyard for our getting-to-know-you party for HMS Pinafore. Touring a frigate and having tea and cake. Very nautical. 
1412793,1,"@catalig LOL ur so crazy, I'm bout to go see what's so &quot;pro&quot; about it "
1115396,1,"@JulieDanaher You didn't say anything to me, silly. Your tweet was...nobody's listening  i was just saying I AM! &lt;3"
1015468,1,gonna play some sims now. I love it!!! 
1282735,1,@bettyboopcloud did you change your name?! This I can remember.....! 
1356244,1,@Bucherina Che bello! 
1078019,1,with squirrel. 
1153159,1,@patient_warrior 
1263114,1,haha its not a big deal i dont have a prom date! he will dance with me.  AKMCEIALKDCMIELNALUIMJKDJFIE.
1205145,1,yo i finished &quot;Max&quot; finally. super cough cough SUPER ending and JP definitely left it open for another yes ANOTHER at least i think 
1131885,1,Watching Reno 911 now lol 
1137865,1,Tulsa collage pictures up on facebook! 
820142,1,@tombrazelton I quoted you then spelled your name wrong 
1206987,1,watching mtv music awards 
1104021,1,@1capplegate I can't wait for the last few episodes!  Sam Who? is so funny 
808420,1,There is nothing to snack on so I'm sitting in bed gnawing on a big continental cucumber 
1258698,1,"@FreshEJAY JUST WAITZZZ GIRL! Its great!    I love it! And is it just me, or was rob lookin extra spiffy and hot last night?!?!!!!!"
1291965,1,Classic red hot chilli peppers in the sun. Making revision bareable 
1585133,1,Paris is tweeting pics of her first class suite on Emirates...old hat 
1463398,1,@lindsaaay mall? yeah and samantha might come too 
815497,1,"Luke , I am your fatha. "
1545173,1,in computer graphics class; my last day! 
